Country,Year,Status,Life_expectancy,Alcohol,Hepatitis_B,BMI,Polio,Diphtheria,HIV_AIDS,GDP,thinness _1_19_years,thinness_5_9_years,Iso_code,Region,Region_encoded,Schooling,Measles
Jamaica,2003,0,73.1,3.48,95.0,44.5,99.0,96.0,2.3,3465.221998,1.9,1.8,JAM,North America,3,7.771999741,78.0
Jamaica,2004,0,73.3,3.67,98.0,45.4,97.0,98.0,2.3,3719.97351,1.9,1.8,JAM,North America,3,7.855499721,86.0
Jamaica,2005,0,73.5,3.59,99.0,46.3,99.0,99.0,1.9,482.24762,1.9,1.7,JAM,North America,3,7.938999701,84.0
Jamaica,2006,0,74.0,3.63,97.0,47.2,99.0,95.0,1.5,4313.1682,1.9,1.7,JAM,North America,3,8.022499681,87.0
Jamaica,2007,0,74.2,3.64,92.0,48.1,94.0,92.0,0.9,462.517913,1.9,1.7,JAM,North America,3,8.10599966,76.0
Jamaica,2008,0,74.5,3.51,92.0,48.9,91.0,91.0,0.4,492.492378,1.9,1.7,JAM,North America,3,8.18949964,88.0
Jamaica,2009,0,74.7,3.33,95.0,49.7,94.0,94.0,0.6,4293.383274,1.9,1.7,JAM,North America,3,8.27299962,88.0
Jamaica,2010,0,75.0,3.55,94.0,5.5,94.0,94.0,0.5,4682.728424,1.8,1.7,JAM,North America,3,8.3564996,89.0
Jamaica,2011,0,75.2,3.58,92.0,51.2,93.0,92.0,0.6,513.549487,1.8,1.7,JAM,North America,3,8.43999958,88.0
Jamaica,2012,0,75.3,3.65,96.0,52.0,96.0,96.0,0.5,521.33363,1.8,1.7,JAM,North America,3,8.578173291,93.0
Jamaica,2013,0,75.6,3.79,93.0,52.7,86.0,93.0,0.6,56.144952,1.8,1.7,JAM,North America,3,8.716347001,94.0
Jamaica,2014,0,75.8,3.83,92.0,53.5,93.0,92.0,0.5,4855.743789,1.8,1.7,JAM,North America,3,8.854520711,92.0
Jamaica,2015,0,76.2,3.32,91.0,54.2,91.0,91.0,0.5,4965.989857,1.8,1.7,JAM,North America,3,8.992694421,91.0
Jordan,2000,0,71.7,0.49,93.0,54.0,94.0,91.0,0.1,1657.889256,4.0,4.0,JOR,Asia,1,7.359569967,94.0
Jordan,2001,0,71.9,0.55,97.0,54.8,97.0,99.0,0.1,1728.2659,4.0,3.9,JOR,Asia,1,7.506380042,99.0
Jordan,2002,0,72.1,0.54,95.0,55.5,95.0,95.0,0.1,1812.288374,3.9,3.9,JOR,Asia,1,7.653190116,95.0
Jordan,2003,0,72.3,0.54,97.0,56.3,97.0,97.0,0.1,1889.213962,3.9,3.9,JOR,Asia,1,7.800000191,96.0
Jordan,2004,0,72.5,0.54,95.0,57.0,95.0,95.0,0.1,261.456882,3.9,3.8,JOR,Asia,1,8.144000244,99.0
Jordan,2005,0,72.4,0.55,95.0,57.8,95.0,95.0,0.1,223.83787,3.9,3.8,JOR,Asia,1,8.488000298,95.0
Jordan,2006,0,72.8,0.59,98.0,58.6,98.0,98.0,0.1,2537.349,3.9,3.8,JOR,Asia,1,8.832000351,99.0
Jordan,2007,0,73.0,0.6,98.0,59.3,98.0,98.0,0.1,2762.86354,3.8,3.8,JOR,Asia,1,9.176000404,95.0
Jordan,2008,0,73.1,0.61,97.0,6.1,98.0,97.0,0.1,3385.69665,3.8,3.8,JOR,Asia,1,9.520000458,95.0
Jordan,2009,0,73.3,0.59,98.0,6.9,98.0,98.0,0.1,3492.1396,3.8,3.8,JOR,Asia,1,9.565000057,95.0
Jordan,2010,0,73.4,0.51,98.0,61.7,98.0,98.0,0.1,3679.19275,3.8,3.8,JOR,Asia,1,9.609999657,98.0
Jordan,2011,0,73.6,0.43,98.0,62.4,98.0,98.0,0.1,387.324145,3.8,3.9,JOR,Asia,1,9.763376781,98.0
Jordan,2012,0,73.7,0.41,98.0,63.2,98.0,98.0,0.1,387.753211,3.9,3.9,JOR,Asia,1,9.916753905,98.0
Jordan,2013,0,73.9,0.4,98.0,64.0,98.0,98.0,0.1,3992.86717,3.9,3.9,JOR,Asia,1,10.07013103,97.0
Jordan,2014,0,74.0,0.41,98.0,64.8,98.0,98.0,0.1,466.94775,3.9,3.9,JOR,Asia,1,10.22350815,98.0
Jordan,2015,0,74.1,0.31,99.0,65.6,99.0,99.0,0.1,496.99275,4.0,4.0,JOR,Asia,1,10.37688528,94.0
Japan,2000,1,81.1,7.97,95.0,22.2,98.0,85.0,0.1,38532.488,1.6,1.4,JPN,Asia,1,12.08500004,96.0
Japan,2001,1,81.5,8.03,95.0,22.5,81.0,95.0,0.1,33846.46564,1.7,1.4,JPN,Asia,1,12.12950001,98.0
Japan,2002,1,81.8,7.87,95.0,22.9,89.0,96.0,0.1,32289.3554,1.7,1.4,JPN,Asia,1,12.17399998,98.0
Japan,2003,1,81.9,7.83,95.0,23.4,97.0,97.0,0.1,3488.3992,1.7,1.4,JPN,Asia,1,12.21849995,98.0
Japan,2004,1,82.1,7.7,95.0,23.8,97.0,99.0,0.1,37688.72234,1.7,1.4,JPN,Asia,1,12.26299992,98.0
Japan,2005,1,82.0,7.99,95.0,24.4,95.0,98.0,0.1,37217.64873,1.7,1.5,JPN,Asia,1,12.30749989,98.0
Japan,2006,1,82.4,7.49,95.0,24.9,95.0,98.0,0.1,35433.98896,1.7,1.5,JPN,Asia,1,12.35199986,97.0
Japan,2007,1,82.6,7.29,95.0,25.4,97.0,98.0,0.1,35275.22843,1.8,1.5,JPN,Asia,1,12.39649982,96.0
Japan,2008,1,82.7,7.11,95.0,25.9,98.0,98.0,0.1,39339.29757,1.8,1.5,JPN,Asia,1,12.44099979,95.0
Japan,2009,1,83.0,7.09,95.0,26.4,99.0,97.0,0.1,4855.17564,1.8,1.6,JPN,Asia,1,12.48549976,94.0
Japan,2010,1,83.0,6.9,95.0,26.9,98.0,97.0,0.1,4457.67639,1.9,1.6,JPN,Asia,1,12.52999973,94.0
Japan,2011,1,82.5,7.39,95.0,27.4,96.0,97.0,0.1,48167.99727,1.9,1.6,JPN,Asia,1,12.54399977,94.0
Japan,2012,1,83.3,7.39,95.0,27.8,99.0,97.0,0.1,4863.47665,1.9,1.7,JPN,Asia,1,12.5579998,96.0
Japan,2013,1,83.5,7.55,95.0,28.2,99.0,96.0,0.1,4454.44746,2.0,1.7,JPN,Asia,1,12.57199984,95.0
Japan,2014,1,83.5,0.01,95.0,28.6,99.0,96.0,0.1,3896.21151,2.0,1.7,JPN,Asia,1,12.58599987,98.0
Japan,2015,1,83.7,6.48,95.0,29.0,99.0,96.0,0.1,34474.13736,2.1,1.8,JPN,Asia,1,12.5999999,96.0
Kazakhstan,2000,0,63.9,6.0,99.0,43.9,96.0,97.0,0.1,1229.958,2.7,2.7,KAZ,Asia,1,9.787500024,99.0
Kazakhstan,2001,0,64.4,5.75,95.0,44.4,95.0,95.0,0.1,149.926751,2.6,2.7,KAZ,Asia,1,10.03500009,95.0
Kazakhstan,2002,0,64.7,5.99,95.0,44.8,95.0,95.0,0.1,1658.31146,2.6,2.6,KAZ,Asia,1,10.28250015,95.0
Kazakhstan,2003,0,64.4,6.58,99.0,45.3,99.0,99.0,0.1,268.123657,2.5,2.6,KAZ,Asia,1,10.53000021,99.0
Kazakhstan,2004,0,64.7,6.55,99.0,45.8,99.0,82.0,0.1,2874.288291,2.5,2.6,KAZ,Asia,1,10.77750027,99.0
Kazakhstan,2005,0,64.6,6.94,94.0,46.3,99.0,98.0,0.1,3771.278957,2.4,2.5,KAZ,Asia,1,11.02500033,99.0
Kazakhstan,2006,0,65.0,7.08,99.0,46.8,99.0,99.0,0.1,5291.57565,2.4,2.5,KAZ,Asia,1,11.2725004,99.0
Kazakhstan,2007,0,65.3,7.44,94.0,47.3,94.0,93.0,0.1,6771.414797,2.4,2.5,KAZ,Asia,1,11.52000046,99.0
Kazakhstan,2008,0,66.6,7.6,99.0,47.9,99.0,99.0,0.1,8513.564645,2.4,2.5,KAZ,Asia,1,11.26500034,99.0
Kazakhstan,2009,0,67.8,6.64,99.0,48.5,99.0,98.0,0.1,7165.2775,2.3,2.5,KAZ,Asia,1,11.01000023,99.0
Kazakhstan,2010,0,67.8,6.83,99.0,49.2,98.0,99.0,0.1,97.649972,2.3,2.5,KAZ,Asia,1,11.17462858,99.0
Kazakhstan,2011,0,68.5,6.63,99.0,49.9,99.0,99.0,0.1,11634.42422,2.3,2.5,KAZ,Asia,1,11.33925692,99.0
Kazakhstan,2012,0,69.1,6.82,95.0,5.6,98.0,99.0,0.1,12387.18982,2.4,2.5,KAZ,Asia,1,11.50388527,96.0
Kazakhstan,2013,0,69.5,6.48,99.0,51.4,98.0,98.0,0.1,1389.8561,2.4,2.5,KAZ,Asia,1,11.66851362,99.0
Kazakhstan,2014,0,69.9,6.29,95.0,52.3,95.0,95.0,0.1,1286.56511,2.4,2.5,KAZ,Asia,1,11.83314196,99.0
Kazakhstan,2015,0,72.0,3.38,98.0,53.1,98.0,98.0,0.1,159.9817,2.4,2.5,KAZ,Asia,1,11.99777031,99.0
Kenya,2000,0,51.9,1.51,87.0,14.4,82.0,82.0,18.1,43.9797132,9.2,9.1,KEN,Africa,0,5.426847564,78.0
Kenya,2001,0,51.9,1.63,87.0,14.7,77.0,83.0,16.9,41.7763612,9.0,9.0,KEN,Africa,0,5.542400211,77.0
Kenya,2002,0,52.1,1.66,84.0,15.1,83.0,84.0,15.7,395.8493511,8.9,8.9,KEN,Africa,0,5.657952859,78.0
Kenya,2003,0,52.4,1.49,73.0,15.5,75.0,73.0,14.5,436.6875357,8.8,8.8,KEN,Africa,0,5.773505507,72.0
Kenya,2004,0,53.0,1.43,73.0,15.9,73.0,73.0,13.2,458.8843551,8.7,8.6,KEN,Africa,0,5.889058155,73.0
Kenya,2005,0,54.1,1.82,87.0,16.4,82.0,76.0,11.6,519.7999346,8.6,8.5,KEN,Africa,0,6.004610802,69.0
Kenya,2006,0,55.3,1.76,87.0,16.9,77.0,83.0,10.3,697.66385,8.5,8.4,KEN,Africa,0,6.080958087,77.0
Kenya,2007,0,56.8,1.97,81.0,17.3,76.0,81.0,9.1,839.181117,8.4,8.3,KEN,Africa,0,6.157305373,80.0
Kenya,2008,0,57.9,1.71,88.0,17.9,88.0,88.0,6.4,916.8992515,8.3,8.2,KEN,Africa,0,6.233652658,90.0
Kenya,2009,0,59.1,1.86,88.0,18.4,89.0,88.0,5.0,92.816252,8.2,8.1,KEN,Africa,0,6.309999943,88.0
Kenya,2010,0,63.0,1.73,87.0,18.9,82.0,83.0,4.3,967.34773,8.2,8.0,KEN,Africa,0,5.820000172,86.0
Kenya,2011,0,61.2,1.8,96.0,19.5,97.0,96.0,3.4,987.4453967,8.1,7.9,KEN,Africa,0,6.06162903,87.0
Kenya,2012,0,62.1,1.81,94.0,2.1,94.0,94.0,3.0,1155.2582,8.0,7.8,KEN,Africa,0,6.303257889,93.0
Kenya,2013,0,62.6,1.84,93.0,2.7,94.0,87.0,3.0,1229.114798,7.9,7.7,KEN,Africa,0,6.544886748,94.0
Kenya,2014,0,62.9,0.01,92.0,21.3,93.0,92.0,2.9,1335.6458,7.8,7.7,KEN,Africa,0,6.786515607,95.0
Kenya,2015,0,63.4,2.32,89.0,22.0,83.0,89.0,2.8,1349.97144,7.8,7.6,KEN,Africa,0,7.028144466,96.0
Kyrgyzstan,2000,0,66.6,2.13,95.0,35.6,99.0,99.0,0.1,279.621738464365,3.6,3.6,KGZ,Asia,1,10.34699993,98.0
Kyrgyzstan,2001,0,67.2,2.62,95.0,36.0,99.0,99.0,0.1,308.41129550148,3.6,3.6,KGZ,Asia,1,10.4039999,99.0
Kyrgyzstan,2002,0,66.7,3.31,99.0,36.5,99.0,98.0,0.1,321.726775366804,3.5,3.5,KGZ,Asia,1,10.46099987,98.0
Kyrgyzstan,2003,0,66.6,3.52,99.0,37.0,98.0,98.0,0.1,380.505828812441,3.5,3.5,KGZ,Asia,1,10.51799984,99.0
Kyrgyzstan,2004,0,67.1,3.41,99.0,37.5,98.0,99.0,0.1,433.233873286,3.4,3.4,KGZ,Asia,1,10.57499981,99.0
Kyrgyzstan,2005,0,66.9,2.81,97.0,38.0,98.0,98.0,0.1,476.548193640077,3.4,3.4,KGZ,Asia,1,10.63199978,99.0
Kyrgyzstan,2006,0,66.7,2.48,95.0,38.5,93.0,92.0,0.1,543.113512472219,3.3,3.4,KGZ,Asia,1,10.68899975,97.0
Kyrgyzstan,2007,0,67.2,2.77,94.0,39.0,94.0,94.0,0.1,721.771577544361,3.3,3.4,KGZ,Asia,1,10.74599972,99.0
Kyrgyzstan,2008,0,67.6,2.53,97.0,39.5,95.0,95.0,0.2,966.388569370494,3.3,3.4,KGZ,Asia,1,10.80299969,99.0
Kyrgyzstan,2009,0,68.5,2.39,96.0,4.1,96.0,95.0,0.1,870.198894546917,3.3,3.4,KGZ,Asia,1,10.85999966,99.0
Kyrgyzstan,2010,0,68.8,2.73,96.0,4.7,88.0,96.0,0.1,876.954476440354,3.2,3.3,KGZ,Asia,1,10.95961412,99.0
Kyrgyzstan,2011,0,69.4,3.28,96.0,41.4,94.0,96.0,0.2,1117.40174350185,3.2,3.3,KGZ,Asia,1,11.05922858,97.0
Kyrgyzstan,2012,0,69.9,0.01,96.0,42.2,94.0,96.0,0.1,1168.62244675446,3.2,3.3,KGZ,Asia,1,11.15884304,98.0
Kyrgyzstan,2013,0,77.0,0.01,97.0,43.0,97.0,97.0,0.1,1269.66303464348,3.3,3.3,KGZ,Asia,1,11.2584575,99.0
Kyrgyzstan,2014,0,78.0,0.01,96.0,43.9,95.0,96.0,0.1,1264.52668823891,3.3,3.4,KGZ,Asia,1,11.35807196,96.0
Kyrgyzstan,2015,0,71.1,5.5,97.0,44.9,97.0,97.0,0.1,1105.65193844261,3.3,3.4,KGZ,Asia,1,11.45768642,99.0
Cambodia,2000,0,57.7,1.51,95.0,12.1,62.0,59.0,2.1,3.685949,11.6,11.9,KHM,Asia,1,3.372761251,65.0
Cambodia,2001,0,58.5,1.71,95.0,12.4,59.0,95.0,2.2,321.22634,11.6,11.8,KHM,Asia,1,3.435607734,59.0
Cambodia,2002,0,59.3,1.43,95.0,12.8,54.0,54.0,2.1,339.676984,11.6,11.8,KHM,Asia,1,3.498454217,52.0
Cambodia,2003,0,63.0,1.44,95.0,13.1,69.0,69.0,1.9,362.4213785,11.6,11.7,KHM,Asia,1,3.5613007,65.0
Cambodia,2004,0,61.5,1.38,95.0,13.5,86.0,85.0,1.7,48.615184,11.6,11.7,KHM,Asia,1,3.624147183,80.0
Cambodia,2005,0,62.9,1.99,95.0,13.9,82.0,82.0,1.4,474.2238766,11.5,11.6,KHM,Asia,1,3.686993666,79.0
Cambodia,2006,0,64.1,2.03,95.0,14.3,95.0,95.0,1.1,539.8791529,11.4,11.6,KHM,Asia,1,3.808496866,78.0
Cambodia,2007,0,65.0,2.08,82.0,14.8,82.0,82.0,0.9,631.675789,11.3,11.5,KHM,Asia,1,3.930000067,79.0
Cambodia,2008,0,65.6,2.24,91.0,15.3,91.0,91.0,0.7,745.7877873,11.2,11.4,KHM,Asia,1,4.03000021,89.0
Cambodia,2009,0,66.1,2.13,92.0,15.9,95.0,94.0,0.6,738.2326684,11.1,11.4,KHM,Asia,1,3.940000057,92.0
Cambodia,2010,0,66.6,2.2,89.0,16.4,88.0,89.0,0.5,785.6928841,11.0,11.3,KHM,Asia,1,3.872000027,90.0
Cambodia,2011,0,67.0,2.12,88.0,17.0,87.0,88.0,0.3,882.491462,11.0,11.2,KHM,Asia,1,3.803999996,88.0
Cambodia,2012,0,67.4,0.01,86.0,17.6,84.0,86.0,0.3,95.244132,11.0,11.2,KHM,Asia,1,3.735999966,84.0
Cambodia,2013,0,67.8,0.01,83.0,18.2,66.0,83.0,0.2,128.419568,11.0,11.1,KHM,Asia,1,3.667999935,79.0
Cambodia,2014,0,68.3,0.01,88.0,18.9,87.0,88.0,0.2,198.687123,1.9,11.0,KHM,Asia,1,3.599999905,83.0
Cambodia,2015,0,68.7,3.4,89.0,19.6,87.0,89.0,0.2,1163.18977,1.9,1.9,KHM,Asia,1,3.670000076,85.0
Kiribati,2000,0,64.1,0.46,88.0,67.9,88.0,86.0,0.1,796.7937634,0.2,0.2,KIR,Oceania,4,7.541033476,80.0
Kiribati,2001,0,64.3,0.6,85.0,68.8,88.0,85.0,0.1,734.9492461,0.2,0.2,KIR,Oceania,4,7.619961922,76.0
Kiribati,2002,0,64.6,0.49,79.0,69.7,96.0,77.0,0.1,826.58554,0.2,0.2,KIR,Oceania,4,7.699716476,88.0
Kiribati,2003,0,64.7,0.5,73.0,7.6,79.0,86.0,0.1,115.3865,0.2,0.2,KIR,Oceania,4,7.780305783,72.0
Kiribati,2004,0,64.8,0.48,67.0,71.4,61.0,62.0,0.1,113.6286,0.2,0.2,KIR,Oceania,4,7.86173858,56.0
Kiribati,2005,0,64.9,0.6,88.0,72.1,74.0,79.0,0.1,1214.556667,0.2,0.2,KIR,Oceania,4,7.944023696,85.0
Kiribati,2006,0,65.0,0.76,88.0,72.8,86.0,86.0,0.1,1151.555618,0.2,0.1,KIR,Oceania,4,8.027170051,61.0
Kiribati,2007,0,65.0,0.68,96.0,73.4,93.0,94.0,0.1,1357.632211,0.2,0.1,KIR,Oceania,4,8.11118666,93.0
Kiribati,2008,0,65.1,0.46,83.0,74.1,74.0,82.0,0.1,1413.3234,0.2,0.1,KIR,Oceania,4,8.196082632,72.0
Kiribati,2009,0,65.2,0.54,86.0,74.6,84.0,86.0,0.1,1297.285141,0.1,0.1,KIR,Oceania,4,8.28186717,82.0
Kiribati,2010,0,65.3,0.48,91.0,75.2,95.0,91.0,0.1,1493.1651,0.1,0.1,KIR,Oceania,4,8.368549574,89.0
Kiribati,2011,0,65.5,0.53,95.0,75.7,95.0,99.0,0.1,1692.613277,0.1,0.1,KIR,Oceania,4,8.456139242,90.0
Kiribati,2012,0,65.7,0.01,94.0,76.2,92.0,94.0,0.1,1763.815497,0.1,0.1,KIR,Oceania,4,8.54464567,91.0
Kiribati,2013,0,65.8,0.01,95.0,76.7,91.0,95.0,0.1,1724.361737,0.1,0.1,KIR,Oceania,4,8.634078452,91.0
Kiribati,2014,0,66.1,0.01,75.0,77.1,79.0,75.0,0.1,1684.54274,0.1,0.1,KIR,Oceania,4,8.723511235,88.0
Kiribati,2015,0,66.3,0.77,88.0,77.6,88.0,78.0,0.1,1424.483611,0.1,0.1,KIR,Oceania,4,8.812944018,84.0
Saint Kitts and Nevis,2013,0,73.7685628742515,8.54,97.0,5.2,96.0,96.0,0.1,18580.1301949935,3.7,3.6,KNA,North America,3,10.3525516,99.0
Republic of Korea,2000,0,76.0,10.33,93.0,24.7,99.0,97.0,0.1,12710.2995795579,1.6,1.1,KOR,Others,5,10.61999989,95.0
Republic of Korea,2001,0,76.7,11.45,89.0,25.2,99.0,97.0,0.1,11981.4828218758,1.6,1.1,KOR,Others,5,10.74399986,96.0
Republic of Korea,2002,0,77.1,9.55,92.0,25.7,99.0,97.0,0.1,13642.9424537101,1.6,1.1,KOR,Others,5,10.86799984,97.0
Republic of Korea,2003,0,77.6,9.66,91.0,26.2,94.0,97.0,0.1,15211.5483770422,1.6,1.0,KOR,Others,5,10.99199982,96.0
Republic of Korea,2004,0,78.2,9.18,89.0,26.7,89.5,88.0,0.1,17121.6301633201,1.6,1.0,KOR,Others,5,11.11599979,99.0
Republic of Korea,2005,0,78.7,9.03,99.0,27.2,96.0,96.0,0.1,20167.0474902506,1.6,1.0,KOR,Others,5,11.23999977,99.0
Republic of Korea,2006,0,79.4,8.83,99.0,27.7,98.0,98.0,0.1,22609.7059431449,1.5,1.0,KOR,Others,5,11.1474998,99.0
Republic of Korea,2007,0,79.8,9.05,91.0,28.2,91.0,91.0,0.1,25078.4853957105,1.5,1.0,KOR,Others,5,11.05499983,92.0
Republic of Korea,2008,0,83.0,9.31,94.0,28.6,92.0,94.0,0.1,22252.3125108061,1.5,1.0,KOR,Others,5,10.96249986,92.0
Republic of Korea,2009,0,86.0,8.97,94.0,29.1,95.0,94.0,0.1,19937.3029137734,1.5,1.0,KOR,Others,5,10.86999989,93.0
Republic of Korea,2010,0,87.0,9.23,94.0,29.5,95.0,94.0,0.1,24071.2620526362,1.5,1.0,KOR,Others,5,11.64000034,98.0
Republic of Korea,2011,0,81.1,9.34,99.0,3.0,98.0,99.0,0.1,26175.2398553363,1.5,1.0,KOR,Others,5,11.73600025,99.0
Republic of Korea,2012,0,81.2,9.56,99.0,3.4,99.0,99.0,0.1,26600.5477433903,1.5,1.0,KOR,Others,5,11.83200016,99.0
Republic of Korea,2013,0,81.7,9.33,99.0,3.8,99.0,99.0,0.1,28449.3591104972,1.5,1.0,KOR,Others,5,11.92800007,99.0
Republic of Korea,2014,0,82.0,0.01,99.0,31.2,99.0,99.0,0.1,30667.0912467447,1.5,1.0,KOR,Others,5,12.02399998,99.0
Republic of Korea,2015,0,82.3,9.1,98.0,31.7,98.0,98.0,0.1,30171.7906545222,1.5,1.0,KOR,Others,5,12.11999989,98.0
Kuwait,2000,0,73.2,0.01,95.0,64.0,94.0,98.0,0.1,18389.38433,3.2,3.1,KWT,Asia,1,6.212345194,99.0
Kuwait,2001,0,73.2,0.01,99.0,64.5,99.0,99.0,0.1,1654.96761,3.2,3.0,KWT,Asia,1,6.191876182,99.0
Kuwait,2002,0,73.3,0.01,99.0,65.0,99.0,99.0,0.1,17789.41981,3.2,3.0,KWT,Asia,1,6.17140717,97.0
Kuwait,2003,0,73.4,0.03,99.0,65.5,99.0,99.0,0.1,2271.56961,3.2,3.0,KWT,Asia,1,6.150938158,97.0
Kuwait,2004,0,73.5,0.02,94.0,65.9,98.0,98.0,0.1,26921.8278,3.2,3.0,KWT,Asia,1,6.130469146,97.0
Kuwait,2005,0,73.6,0.01,99.0,66.3,99.0,99.0,0.1,3549.26132,3.2,3.1,KWT,Asia,1,6.110000134,99.0
Kuwait,2006,0,73.6,0.01,99.0,66.7,99.0,99.0,0.1,42717.55725,3.2,3.1,KWT,Asia,1,6.139999866,99.0
Kuwait,2007,0,73.7,0.03,99.0,67.1,99.0,99.0,0.1,45793.97614,3.2,3.1,KWT,Asia,1,6.21999979,99.0
Kuwait,2008,0,73.8,0.03,99.0,67.5,99.0,99.0,0.1,55571.9986,3.3,3.1,KWT,Asia,1,6.429999828,99.0
Kuwait,2009,0,73.9,0.1,99.0,67.9,99.0,99.0,0.1,37567.3121,3.3,3.2,KWT,Asia,1,6.639999866,99.0
Kuwait,2010,0,74.0,0.01,99.0,68.4,98.0,98.0,0.1,38497.61696,3.3,3.2,KWT,Asia,1,6.849999905,98.0
Kuwait,2011,0,74.2,0.02,99.0,69.0,99.0,99.0,0.1,48268.5912,3.3,3.2,KWT,Asia,1,7.059999943,99.0
Kuwait,2012,0,74.3,0.01,98.0,69.5,98.0,98.0,0.1,51264.7134,3.4,3.3,KWT,Asia,1,7.269999981,99.0
Kuwait,2013,0,74.5,0.01,99.0,7.2,99.0,99.0,0.1,48399.9581,3.4,3.3,KWT,Asia,1,6.679999828,99.0
Kuwait,2014,0,74.6,0.01,96.0,7.8,94.0,95.0,0.1,42996.4812,3.4,3.4,KWT,Asia,1,6.875,94.0
Kuwait,2015,0,74.7,0.058,99.0,71.4,99.0,99.0,0.1,28975.418,3.5,3.4,KWT,Asia,1,7.070000172,93.0
Lao People's Democratic Republic,2000,0,58.1,5.16,95.0,12.3,57.0,51.0,0.1,318.749852236965,1.5,1.5,LAO,Asia,1,4.247836093,42.0
Lao People's Democratic Republic,2001,0,58.7,3.13,95.0,12.7,55.0,52.0,0.1,320.316005439568,1.4,1.5,LAO,Asia,1,4.31972255,50.0
Lao People's Democratic Republic,2002,0,59.3,3.33,95.0,13.3,55.0,53.0,0.1,313.350817148131,1.3,1.4,LAO,Asia,1,4.391609007,55.0
Lao People's Democratic Republic,2003,0,59.8,3.41,95.0,13.8,52.0,49.0,0.1,355.097216151461,1.2,1.3,LAO,Asia,1,4.463495464,42.0
Lao People's Democratic Republic,2004,0,64.0,3.53,45.0,14.4,46.0,45.0,0.2,409.296298284117,1.1,1.2,LAO,Asia,1,4.535381921,36.0
Lao People's Democratic Republic,2005,0,61.0,3.68,95.0,14.9,95.0,49.0,0.2,466.061506997741,1.0,1.1,LAO,Asia,1,4.607268378,41.0
Lao People's Democratic Republic,2006,0,61.5,3.69,57.0,15.5,56.0,57.0,0.2,579.391947440719,9.9,9.9,LAO,Asia,1,4.681333212,48.0
Lao People's Democratic Republic,2007,0,62.1,5.0,95.0,16.1,46.0,95.0,0.2,697.323013673925,9.7,9.8,LAO,Asia,1,4.755398047,40.0
Lao People's Democratic Republic,2008,0,62.6,5.1,95.0,16.7,95.0,61.0,0.2,885.747376088762,9.6,9.7,LAO,Asia,1,4.829462881,52.0
Lao People's Democratic Republic,2009,0,63.1,5.18,67.0,17.3,67.0,67.0,0.2,935.03237283283,9.4,9.6,LAO,Asia,1,4.903527716,59.0
Lao People's Democratic Republic,2010,0,63.6,5.95,74.0,18.0,76.0,74.0,0.3,1125.91610151261,9.3,9.5,LAO,Asia,1,4.97759255,64.0
Lao People's Democratic Republic,2011,0,64.0,5.39,78.0,18.7,79.0,78.0,0.3,1361.54704394913,9.2,9.4,LAO,Asia,1,5.077797914,67.0
Lao People's Democratic Republic,2012,0,64.4,0.01,79.0,19.4,78.0,79.0,0.3,1563.5650771337,9.1,9.2,LAO,Asia,1,5.178003279,69.0
Lao People's Democratic Republic,2013,0,64.9,0.01,87.0,2.1,86.0,87.0,0.3,1812.51774424651,9.0,9.1,LAO,Asia,1,5.278208643,78.0
Lao People's Democratic Republic,2014,0,65.3,0.01,88.0,2.9,88.0,88.0,0.2,1981.03910900473,8.9,9.0,LAO,Asia,1,5.378414007,81.0
Lao People's Democratic Republic,2015,0,65.7,6.81,89.0,21.7,89.0,89.0,0.2,2121.01339097363,8.8,8.9,LAO,Asia,1,5.478619371,78.0
Lebanon,2005,0,73.9,1.94,77.0,6.8,74.0,77.0,0.1,5339.441291,4.7,4.6,LBN,Asia,1,7.651717704,67.0
Lebanon,2006,0,74.1,1.82,78.0,61.4,75.0,78.0,0.1,5372.65899,4.7,4.6,LBN,Asia,1,7.843456512,75.0
Lebanon,2007,0,74.4,1.72,95.0,61.9,75.0,95.0,0.1,614.271115,4.7,4.6,LBN,Asia,1,8.039999962,82.0
Lebanon,2008,0,74.5,1.67,81.0,62.5,75.0,81.0,0.1,712.775759,4.7,4.7,LBN,Asia,1,8.251818137,89.0
Lebanon,2009,0,74.7,1.62,81.0,63.0,75.0,81.0,0.1,84.268878,4.7,4.7,LBN,Asia,1,8.463636312,88.0
Lebanon,2010,0,74.9,1.58,81.0,63.5,75.0,81.0,0.1,8763.826274,4.7,4.7,LBN,Asia,1,8.675454487,86.0
Lebanon,2011,0,75.0,1.57,81.0,64.0,75.0,81.0,0.1,8734.9653,4.7,4.7,LBN,Asia,1,8.887272661,85.0
Lebanon,2012,0,75.0,1.53,81.0,64.4,75.0,81.0,0.1,8787.94668,4.8,4.8,LBN,Asia,1,9.099090836,83.0
Lebanon,2013,0,74.9,1.29,81.0,64.9,75.0,81.0,0.1,846.285153,4.8,4.8,LBN,Asia,1,9.310909011,82.0
Lebanon,2014,0,74.8,1.32,81.0,65.4,75.0,81.0,0.1,8161.4614,4.8,4.9,LBN,Asia,1,9.522727186,82.0
Lebanon,2015,0,74.9,1.19,81.0,66.1,75.0,81.0,0.1,846.632851,4.9,4.9,LBN,Asia,1,9.734545361,82.0
Liberia,2000,0,51.9,4.46,87.0,2.2,56.0,46.0,3.1,183.4149991,9.2,9.2,LBR,Africa,0,3.525027062,63.0
Liberia,2001,0,51.5,4.4,87.0,2.4,54.0,42.0,3.1,174.1815473,9.0,9.0,LBR,Africa,0,3.590229875,58.0
